song_name,artist,play_count
ソラニン,ASIAN KUNG-FU GENERATION,1
ヒューズ,日向文,1
アノニマス,さユり,1
() ナイフ,BUMP OF CHICKEN,1
PON,,1
Ginger,TOMOO,1
short hair,Base Ball Bear,1
I LOVE YOU,尾崎豊,1
swim,04 Limited Sazabys,1
Week End,星野源,1
kissHug,aiko,1
don’t cry anymore,miwa,1
ローリンガール (2010),wowaka,1
愛を伝えたいだとか (2017),あいみょん,1
悪魔の踊り方 (2018),キタニタツヤ,1
オリオンをなぞる (2011),UNISON SQUARE GARDEN,1
平行線 (2017),さユり,1
サムライハート(2011),SPYAIR,1
フライングゲット (2011),AKB48,1
夜咄ディセイブ (2013),じん,1
千本桜 (2011),黒うさP,1
空に歌えば (2017),amazarashi,1
準透明少年 (2018),ヨルシカ,1
晴る (2024),ヨルシカ,1
カルマ (2005),BUMP OF CHICKEN,1
うっせぇわ (2020),Ado,1
God knows… (2006),涼宮ハルヒ(CV: 平野綾),1
ピースサイン (2017),米津玄師,1
タッチ (1985),岩崎良美,1
完全感覚Dreamer (2010),ONE OK ROCK,1
ノーザンクロス (2008),シェリルノーム starring May’n,1
again (2009),YUI,1
天体観測 (2001),BUMP OF CHICKEN,1
寝癖,クリープハイプ,1
いつか,Saucy Dog,1
RPG,SEKAI NO OWARI,1
ひまわり,遊助 (初披露),1
(Himawari,Yuusuke),1
(Flower Tower,Sayuri),1
さくら,森山 直太朗 (初披露),1
(Sakura,Naotaro Moriyama),1
野に咲く花のように,,1
(Red Sweet Pea,Seiko Matsuda),1
(Tsubomi,Kobukuro),1
(Hanamotase,Yorushika),1
強盗と花束,ヨルシカ (初披露),1
(Goutou to Hanataba,Yorushika),1
(Spring Thief,Yorushika),1
(Senbon Zakura,Kurousa P),1
(Hana ni Arashi,Kenshi Yonezu),1
愛をこめて花束を,Superfly,1
(Wasurerarenaino,Sakanaction),1
(Dried Flower,Yuuri),1
(Konayuki,Remioromen),1
(Utsukushii Hire,Spitz),1
染まるよ,チャットモンチー,1
(Somaruyo,Chat Monkey),1
(Seikan Hikou,Ranka Lee),1
(Ito,Miyuki Nakajima),1
(Hanamizuki,Yo Hitoto),1
ワールド・ランプシェード,BuzzG (初披露),1
(Rain and Cappuccino,Yorushika),1
(Ame Haruru,Yorushika),1
secret base ~君がくれたもの~,ZONE,1
(Hadaka no Kokoro,Aimyon),1
君はロックを聴かない,あいみょん,1
(Kimi ha Rock wo Kikanai,Aimyon),1
(Kutsu no Hanabi,Yorushika),1
(Uchiage Hanabi,DAOKO × Kenshi Yonezu),1
(Kimi ga Kureta Natsu,Leo Ieiri),1
(Kimagure Romantic,Ikimonogakari),1
(Cherry,Spitz),1
(Natsuiro,Yuzu),1
(Shiori,CreepHyp),1
(Marunouchi Sadistic,Ringo Sheena),1
(Tada Kimi ni Hare,Yorushika),1
God Knows…,涼宮 ハルヒ,1
開始 ✨(o🪄'▽')o🪄,,1
あいうぉんとぅーびーはぴー！,,1
うつつ,,1
結晶（👈ｺｺｽｷ‼️）,,1
Break Through,,1
〜 ありがとうありがとうタイム🙏✨,,1
NEW KAWAII,FRUITS ZIPPER (初披露),1
family name,ZOC (初披露),1
最上級にかわいいの！,超ときめき♡宣伝部 (初披露),1
(Saijoukyu ni Kawaiino!,Chou Tokimeki ♡ Sendenbu),1
Make you happy,NiziU (初披露),1
"Hello,world!!",,1
2/18 1st EP リリース⇒ 2/13 21時からクロスフェードを投稿、編曲家からのコメントもあり,,1
言い残したこと⇒ BUMP 30周年への思い,,1
アクリルキーホルダー デザイン公開,,1
おさらい,,1
告知タイム終了,,1
※ 日付変更直前にBUMPに動きあり。確認のため待機,,1
※ 12. take1,,1
虹を待つ人 (前口上あり),,1
リボン (前口上あり),,1
en.01 ガラスのブルース,,1
en.02 流星群,,1
W-en.01 spica (ワンコーラス),,1
1st EP トレイラーのお知らせ,,1
手紙 拝啓 十五の君へ ／アンジェラアキ,,1
欲望に満ちた青年団／ONE OK ROCK,,1
ノーザンクロス／シェリルノーム starring May'n,,1
Believe／Folder5,,1
アイロニー／ミナミイズミ,,1
諦めることを諦めたい／ミナミイズミ(⭐初披露),,1
※ハミング練習,,1
(take1) 途中で配信停止トラブル⇒やり直し,,1
(take2) 雪の華,中島美嘉,1
新曲「ケチャップ」(ネタ),,1
ないものねだり,KANA-BOON,1
ライブはバンド編成、体調は万全に,,1
活動開始ごく初期の頃を懐かしむ,,1
火まつり,クリープハイプ,1
エロ,クリープハイプ,1
ABCDC,クリープハイプ,1
手と手,クリープハイプ,1
パンデミックサドンデス,UNISON SQUARE GARDEN,1
"Mock,mock","ミナミイズミ, 朱名, メーメントヴァニタス",1
3時間後にメン限雑談、今日でメンバーシップ開設1カ月、「わず、うぃる、なう」(なう以外死語),,1
01. 雨晴るる／ヨルシカ,,1
02. 雨とカプチーノ／ヨルシカ,,1
03. 晴る／ヨルシカ,,1
04. たばこ／コレサワ,,1
05. 美しい鰭／スピッツ,,1
06. みなと／スピッツ,,1
07. 青いベンチ／サスケ,,1
08. Flavor Of Life／宇多田ヒカル(⭐初披露),,1
09. First Love／宇多田ヒカル(⭐初披露),,1
10. 光／宇多田ヒカル(⭐初披露),,1
11. ひまわりの約束／秦基博,,1
12. 鱗／秦基博,,1
13. ハンマーソングと痛みの塔／BUMP OF CHICKEN,,1
14. I／BUMP OF CHICKEN,,1
15. ギルド／BUMP OF CHICKEN,,1
16. トレモロ／RADWIMPS,,1
17. 晩餐歌／tuki.,,1
18. ちよこれいと／さユり(⭐初披露),,1
19. チョコレイトディスコ／Perfume,,1
20. 弱虫モンブラン／DECO*27,,1
21. トリノコシティ／40mP,,1
22. ドーナツホール／ハチ,,1
23. ぐるぐる／ミナミイズミ,,1
タイミングよく6万人達成した話、明日レコーディングがある、明日22時に宴する！(苺を用意),,1
お礼タイム準備,,1
スパチャお礼タイム,,1
お礼タイム終了,,1
セルフアンコール宣言(最後にオリ曲歌う),,1
リスナーにお礼,,1
チワワになりたい,ミナミイズミ,1
良かった,ミナミイズミ,1
ゼロに戻して,ミナミイズミ,1
青色の幻,ミナミイズミ,1
幻に酔っ払って,ミナミイズミ,1
ちいさな革命,ミナミイズミ,1
いい感じに健やかに過ごしたい話,,1
終幕,,1
へび,ヨルシカ (弾き語り初披露),1
やさしいキスをして,DREAMS COME TRUE (初披露),1
変わらないもの,奥華子,1
波に名前をつけること、僕らの呼吸に終わりがあること。,キタニタツヤ,1
あくび(かわいい),,1
新しいことをしたい波が来ている,,1
なんでもないや,RADWIMPS,1
くだらないの中に,星野源,1
この夜を止めてよ,JUJU,1
1/28発売のVtuberスタイル2月号に🚥特集＆単独インタビュー、1/27 EP続報あり配信,,1
本日のお知らせまとめ、 (鳴き声),,1
01. 水平線／back number,,1
02. 幸せ／back number,,1
03. いつか／Saucy Dog,,1
04. 怪獣／サカナクション,,1
05. 境界線／amazarashi,,1
06. 花の名／BUMP OF CHICKEN,,1
創聖のアクエリオン,AKINO,1
弾き語りすごいって褒めてくれて嬉しかった,,1
1st EP 2/18にリリース,,1
1stライブ二次抽選受付中,,1
パブミラー購入時の配送の注意事項,,1
01. からくりピエロ／40mP,,1
02. シリョクケンサ／40mP,,1
03. ドライフラワー／優里,,1
04. 車輪の唄／BUMP OF CHICKEN,,1
05. 青の朔日／BUMP OF CHICKEN,,1
06. I／BUMP OF CHICKEN,,1
07. 美しい鰭／スピッツ,,1
08. チェリー／スピッツ,,1
09. CHE.R.RY／YUI,,1
10. again／YUI,,1
11. キセキ／GReeeeN,,1
12. 星間飛行／ランカリー＝中島愛,,1
13. 晴る／ヨルシカ,,1
14. 負けないで／ZARD,,1
みなと,スピッツ,1
Take1 -,,1
Take2 - 忘れられないの,サカナクション,1
またねがあれば,澤田空海理,1
弾き語りはいいね、明日20時にボカロ弾き語り、明後日夕方ショート録音,,1
BUMPライブDVD買って視聴したコメント⇒ BUMP語り開始,,1
一旦沈静化、,,1
再活性化、ホームシック衛星のメーデーのラスサビ前がやばい、,,1
沈静化、まとめ「BUMPのライブはいいぞ」,,1
BUMP語り終了、自分の宣伝,,1
来週は新情報いっぱい,,1
曲フリ、54600人達成,,1
#01. 虹,ゆず (ワンコーラス),1
#02. パブリック,Mrs. GREEN APPLE,1
#03. CORE PRIDE,UVERworld (Bメロからワンコーラス),1
#04. more than words,羊文学 (ワンコーラス),1
#05. 恋の前,FINLANDS,1
#06. My Landscape,BiSH,1
#07. stereo future,BiSH,1
#08. 世界の秘密,さユり,1
次曲説明,,1
#09. 蜂と見世物(サーカス),さユり,1
#10. さよならごっこ,amazarashi,1
#11. A Thousand Miles,Vanessa Carlton,1
明日108曲配信のふわっとしたタイムテーブル出す,,1
ー 糸,中島みゆき,1
聴いてくれてる人ありがとう、大掃除してる？、 洗濯洗い物は好き、掃除料理は苦手⇒自分でやらなあかん⇒それが人間生活(略して人生)、今日洗い物溜まってる、 やる気スイッチ入った時に行動できれば花丸、クリスマス終わってから寒くなった、 やる気スイッチ、君のはどこにあるんだろう〜(スクールIE CM),,1
－ 弱虫モンブラン,DECO*27,1
－ アイネクライネ,米津玄師,1
ー 楓,スピッツ,1
ー チェリー,スピッツ,1
－ 丸の内サディスティック,椎名林檎,1
－ 雨とカプチーノ,ヨルシカ,1
ー ただ君に晴れ,ヨルシカ,1
－ 火星人,ヨルシカ,1
54300人達成、伸びがすごい、みんなのおかげ、古参マウントはダメ,,1
ー レプリカント,ヨルシカ,1
－ 思想犯,ヨルシカ,1
ー 八月、某、月明かり,ヨルシカ,1
ー 夕凪、某、花惑い,ヨルシカ,1
ー unrabel,TK from 凛として時雨,1
－ 季節は次々死んでいく,amazarashi,1
ー スターライト,amazarashi (前口上あり),1
－ 境界線,amazarashi,1
ー 空に歌えば,amazarashi,1
昨日親知らず抜歯したけど痛みを感じない(素直な親知らず)、 歯抜けボイスサンプル、そろそろしっとりしとく,,1
ー ハナミズキ,一青窈,1
しっとりした曲を歌うとセルフ睡眠導入してしまう、「しみじみしっとりシジミ」,,1
－ 最後の雨,中西保志,1
ー トレモロ,RADWIMPS,1
22曲歌った,,1
洗い物して寝る,,1
寒いので防音室の暖房点けた、風邪に注意、指がかじかんでいる⇒ 久しぶりにウォーミングアップウォーミングアップ終了、縦オンリーが新しい人と出会いやすい、 曲フリ,,1
Ex1 - JANE DOE,"米津玄師, 宇多田ヒカル (サビだけ)",1
Ex2 - IRIS OUT,米津玄師 (サビだけ),1
Ex3 - はいよろこんで,こっちのけんと (サビだけ),1
弾き語りするの好き、 曲フリ( I の替え歌),,1
オープニング(メリクリ)、クリスマスらしいもの食べた？(焼肉食べたい)、明日歯医者で親知らず抜歯する、 チューナーの電池喪失(予備機あり)、 曲フリ,,1
#1 赤鼻のトナカイ (童謡),,1
#2 あわてんぼうのサンタクロース (童謡),,1
#3 ジングルベル (童謡),,1
#4 レットイットゴー ありのままで,松たか子,1
#5 Winter Love,BoA,1
#6 雪の華,中島美嘉,1
#7 粉雪,レミオロメン,1
#8 クリスマスソング,back number,1
#9 ヒロイン,back number,1
#10 subtitle,Official髭男dism,1
#11 スノースマイル,BUMP OF CHICKEN,1
#12 Merry Christmas,BUMP OF CHICKEN,1
#13 白日,King Gnu,1
#14 天体観測,BUMP OF CHICKEN,1
14曲歌った,,1
もうすぐハーフアニバーサリー、新人じゃなくなる、そのうち後輩ができたりして,,1
お礼、いろいろ入用、 メンバーシップ匂わせ,,1
ヘビーローテション,AKB48,1
オープニング、今日は気ままに歌う、早速1曲目、#1(Take1) - (BGMオンのPON)⇒キオクケシテ(1分半巻き戻して),,1
(Take2) - I,BUMP OF CHICKEN,1
曲フリ,,1
BUMPカバーの視聴を躊躇う、 今の気分は真ん中、 マインドセット、 メンタルを安定させたい、,,1
特別な事は日記に記す(5年日記)、日記見返し、 曲フリ(無理矢理伏線回収),,1
オープニング、部屋の片付けした、ギタースタンドが壊れた、 朱名登場,,1
#1 シルエット,KANA-BOON,1
#3 ミカヅキ,さユり,1
#4 花の塔,さユり,1
#5 平行線,さユり,1
#6 航海の唄,さユり,1
#7 空に歌えば,amazarashi,1
#8 unravel,TK from 凛として時雨,1
#9 God knows...,涼宮ハルヒ(平野綾),1
#10 曇天,DOES,1
#11 サムライハート,SPYAIR,1
アンケート,,1
#12 シュガーソングとビターステップ,UNISON SQUARE GARDEN,1
#13 オリオンをなぞる,UNISON SQUARE GARDEN,1
セルフアンコールはよくあること,,1
睡眠導入弾き語りの効果(リスナー談)、明日はアーカイブ見て,,1
#1 アカシア,BUMP OF CHICKEN,1
#2 Gravity,BUMP OF CHICKEN,1
#3 又三郎,ヨルシカ,1
#5 空に歌えば,amazarashi,1
#7 ブルーバード,いきものがかり,1
#8 コイスルオトメ,いきものがかり,1
#9 怪獣,サカナクション,1
#10 さよならはエモーション,サカナクション,1
#11 花の塔,さユり,1
#12 フラレガイガール,さユり,1
「弾き語りってずっと弾いてるな」、 #13 Take1 (キー違う),,1
#13 有心論,RADWIMPS,1
#14 me me she,RADWIMPS,1
#15 高嶺の花子さん,back number,1
#16 幸せ,back number,1
#17 紅蓮華,LiSA,1
#18 炎,LiSA,1
#19 FIRE GROUND,Official髭男dism,1
#20 subtitle,Official髭男dism,1
#21 シュガーソングとビターステップ,UNISON SQUARE GARDEN,1
#22 夏影テールライト,UNISON SQUARE GARDEN,1
#23 心に穴が空いた,ヨルシカ,1
#24 花に亡霊,ヨルシカ,1
#25 天体観測,BUMP OF CHICKEN,1
#26 花の名,BUMP OF CHICKEN,1
#27 悲しくならないか,ミナミイズミ (原曲Ver),1
#28 結晶,ミナミイズミ,1
自画自賛、幸せの永久機関を築きたい、アイス食べたい、 選曲中⇒ 曲思い出し中⇒3 4年前に作った曲名が無い曲をワンコーラスだけ初披露,,1
#29 (※曲名なし),ミナミイズミ (ワンコーラス),1
最後の曲フリ,,1
30曲歌った,,1
いらない (⭐初披露),,1
アルクアラウンド (⭐初披露),,1
多分、風。 (⭐初披露),,1
ミュージック,,1
ナイロンの糸 (⭐初披露),,1
ボイル (⭐初披露),,1
グッドバイ (⭐初披露),,1
プラトー,,1
水平線／back number,,1
secret base〜君がくれたもの〜／ZONE,,1
靴の花火／ヨルシカ,,1
風を食む／ヨルシカ,,1
花人局／ヨルシカ,,1
magnet／minato,,1
フラレガイガール／さユり,,1
トレモロ／RADWIMPS,,1
若者のすべて／フジファブリック,,1
心の残響／ミナミイズミ,,1
世界に一つだけの花／SMAP,,1
やさしさに包まれたなら／松任谷由実,,1
怪獣の花唄／Vaundy,,1
夏色／ゆず,,1
アンパンマンのマーチ／ドリーミング,,1
サウダージ／ポルノグラフィティ,,1
瞳に映らない／indigo la End,,1
純情スカート／40mP,,1
変わらないもの／奥華子,,1
さよならアイデンティティー／yonige,,1
inside you／milet,,1
花鳥風月／SEKAI NO OWARI,,1
人として／SUPER BEAVER,,1
beautiful glider／BUMP OF CHICKEN,,1
じょいふる／いきものがかり,,1
ふわふわ時間／放課後ティータイム,,1
東京賛歌／BUMP OF CHICKEN,,1
夜咄ディセイブ／じん,,1
アイデンティティ／サカナクション,,1
新宝島／サカナクション,,1
虹を待つ人／BUMP OF CHICKEN,,1
チワワになりたい／ミナミイズミ,,1
雨とカプチーノ／ヨルシカ,,1
なんでもないや／RADWIMPS,,1
me me she／RADWIMPS,,1
プラネタリウム／BUMP OF CHICKEN,,1
ギルド／BUMP OF CHICKEN,,1
地獄でなぜ悪い／星野源,,1
くだらないの中に／星野源,,1
Heartache／ONE OK ROCK (⭐初披露),,1
Lemon／米津玄師,,1
vivi／米津玄師,,1
レム／BUMP OF CHICKEN,,1
車輪の唄／BUMP OF CHICKEN,,1
思想犯／ヨルシカ,,1
心做し／蝶々P,,1
アイロニ／すこっぷ,,1
晩餐歌／tuki.,,1
ドライフラワー／優里,,1
結晶／ミナミイズミ,,1
口笛,,1
NEW KAWAII／FRUITS ZIPPER,,1
わたしの一番かわいいところ／FRUITS ZIPPER,,1
最上級にかわいいの！／超ときめき♡宣伝部,,1
盛れ！ミアモーレ／Juice=Juice,,1
Everyday、カチューシャ／AKB48,,1
ヘビーローテーション／AKB48,,1
恋愛サーキュレーション／千石撫子(花澤香菜),,1
好-じょし-／サカグチアミ (⭐初披露),,1
プリキュア5、フルスロットル GO GO!／工藤真由 (⭐初披露),,1
プリキュア5、スマイルgo go!／工藤真由 (⭐初披露),,1
DANZEN!ふたりはプリキュア／五條真由美,,1
Just Be Friends／Dixie Flatline,,1
弱虫モンブラン／DECO*27,,1
愛迷エレジー／DECO*27,,1
モザイクロール／DECO*27,,1
サリシノハラ／みきとP,,1
ヨンジュウナナ／みきとP,,1
小夜子／みきとP,,1
少女レイ／みきとP,,1
千本桜／黒うさP,,1
マトリョシカ／ハチ,,1
砂の惑星／ハチ,,1
リンネ／ハチ,,1
ロストワンの号哭／Neru,,1
東京テディベア／Neru,,1
ハウトゥー世界征服／Neru (⭐初披露),,1
再教育／Neru (⭐初披露),,1
ハッピーシンセサイザ／EasyPop,,1
Calc.／ジミーサムP,,1
深海少女／ゆうゆ (⭐初披露),,1
ルカルカ★ナイトフィーバー／samfree,,1
ムーンライト伝説／DALI,,1
memories／大槻マキ,,1
紅蓮華／LiSA,,1
God knows...／涼宮ハルヒ(平野綾),,1
unravel／TK from 凛として時雨,,1
季節は次々死んでいく／amazarashi,,1
空に歌えば／amazarashi,,1
I／BUMP OF CHICKEN,,1
航海の唄／さユり,,1
平行線／さユり,,1
ブルーバード／いきものがかり,,1
Diver／NICO Touches the Walls,,1
アポリア／ヨルシカ,,1
斜陽／ヨルシカ,,1
サムライハート／SPYAIR,,1
"Hello,world!／BUMP OF CHICKEN",,1
月虹／BUMP OF CHICKEN,,1
曇天／DOES,,1
君の知らない物語／supercell,,1
again／YUI,,1
花の塔／さユり,,1
鼻歌,,1
花に嵐／米津玄師,,1
Squall／04 Limited Sazabys (⭐初披露),,1
ジュブナイル／amazarashi,,1
風に流離い／amazarashi,,1
悪魔の踊り方／キタニタツヤ,,1
スカー／キタニタツヤ,,1
青のすみか／キタニタツヤ,,1
インフェルノ／Mrs. GREEN APPLE,,1
さよならはエモーション／サカナクション,,1
悲しくなるまえに／indigo la End (⭐初披露),,1
プレゼント／BUMP OF CHICKEN,,1
涙のふるさと／BUMP OF CHICKEN,,1
start,,1
#01 流星,コブクロ,1
#02 ナモナキヒト,amazarashi,1
#03 カタオモイ,Aimer,1
#04 眠り姫,SEKAI NO OWARI,1
#05 楓,スピッツ,1
#06 天体観測,BUMP OF CHICKEN,1
#07 青のすみか,キタニタツヤ,1
#08 デマゴーグ,キタニタツヤ,1
※OBS配信停止トラブル,,1
#09 だから僕は音楽を辞めた,ヨルシカ,1
#10 花に亡霊,ヨルシカ,1
#11 トレモロ,RADWIMPS,1
#12 Aurora,BUMP OF CHICKEN,1
名探偵コナンの声真似タイム,,1
ED,,1
愛を伝えたいだとか／あいみょん,,1
チェリー／スピッツ,,1
高嶺の花子さん／back number,,1
ヒッチコック／ヨルシカ,,1
ただ君に晴れ／ヨルシカ,,1
さくら (独唱)／森山直太朗,,1
春泥棒／ヨルシカ,,1
CHE.R.RY／YUI,,1
桜のあと／UNISON SQUARE GARDEN,,1
春雷／米津玄師,,1
ハナミズキ／一青窈,,1
pinkie／BUMP OF CHICKEN,,1
3/7から約1カ月配信をお休みする、絵日記とショートは毎日投稿、新しいカバーMVをいくつか投稿あり,,1
諦めることを諦めたい,ミナミイズミ,1
海を進む,ミナミイズミ,1
来年フルマラソンに挑戦する！,,1
シンゴージャーでizumeetをまたやりたい,,1
配信停止トラブルから復帰、関西弁で詰めボイス,,1
花火 (占い),,1
月下美人 (占い),,1
占いのあとBUMPのツアーセトリ予想してた,,1
ライブ後1週間にいっぱい人と会った,,1
明日ライブ同時視聴配信,,1
